method,j,r,trial,onset_window,S,time_to_detect,censored
fgss,3,1.5,36,2022-Q3,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['Pacific'], 'syndicate': [2987.0]}",,True
fgss,3,1.5,37,2022-Q3,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['FOLLOW']}",,True
fgss,3,1.5,38,2023-Q1,"{'new_renewal': ['New'], 'placing_basis_group': ['OPEN MARKET - DIRECT'], 'loss_census_division': ['Middle Atlantic']}",4.0,False
fgss,3,1.5,39,2023-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [1618.0], 'loss_census_division': ['Mountain']}",,True
fgss,3,1.5,40,2022-Q4,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Tropical Cyclone - Storm Surge (SU)']}",,True
fgss,3,1.5,41,2023-Q1,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'new_renewal': ['New']}",3.0,False
fgss,3,1.5,42,2024-Q1,"{'leader_status': ['LEAD'], 'loss_census_division': ['South Atlantic'], 'placing_basis_group': ['OPEN MARKET']}",3.0,False
fgss,3,1.5,43,2022-Q2,"{'risk_code': ['P2'], 'new_renewal': ['New'], 'leader_status': ['FOLLOW']}",,True
fgss,3,1.5,44,2023-Q1,"{'syndicate': [2987.0], 'new_renewal': ['New'], 'loss_census_division': ['East South Central']}",,True
fgss,3,1.5,45,2024-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Severe Storm - Winter Storm (WS)'], 'syndicate': [1618.0]}",,True
fgss,3,1.5,46,2022-Q3,"{'loss_census_division': ['East South Central'], 'syndicate': [2987.0], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",,True
fgss,3,1.5,47,2022-Q4,"{'syndicate': [2987.0], 'leader_status': ['FOLLOW'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",,True
fgss,3,1.5,48,2022-Q4,"{'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['LEAD']}",2.0,False
fgss,3,1.5,49,2023-Q4,"{'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['Middle Atlantic'], 'leader_status': ['FOLLOW']}",,True
fgss,3,2.0,0,2022-Q3,"{'leader_status': ['LEAD'], 'loss_census_division': ['West North Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",3.0,False
fgss,3,2.0,1,2023-Q3,"{'syndicate': [2987.0], 'risk_code': ['P2'], 'peril_type': ['Non-catastrophe - Theft (NC-T)']}",,True
fgss,3,2.0,2,2023-Q1,"{'leader_status': ['FOLLOW'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",,True
fgss,3,2.0,3,2023-Q1,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['Pacific']}",2.0,False
fgss,3,2.0,4,2022-Q3,"{'loss_census_division': ['East South Central'], 'peril_type': ['Tropical Cyclone - Wind (TC)'], 'placing_basis_group': ['OPEN MARKET']}",,True
fgss,3,2.0,5,2022-Q2,"{'leader_status': ['FOLLOW'], 'new_renewal': ['Renewal'], 'risk_code': ['P6']}",,True
fgss,3,2.0,6,2022-Q2,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['East South Central'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,7,2022-Q4,"{'syndicate': [2987.0], 'risk_code': ['P2'], 'new_renewal': ['Renewal']}",,True
fgss,3,2.0,8,2024-Q1,"{'new_renewal': ['Renewal'], 'peril_type': ['Non-catastrophe - Accident (NC-A)'], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",,True
fgss,3,2.0,9,2024-Q1,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'peril_type': ['Non-catastrophe - Accident (NC-A)']}",,True
fgss,3,2.0,10,2023-Q2,"{'loss_census_division': ['New England'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['LEAD']}",,True
fgss,3,2.0,11,2023-Q4,"{'loss_census_division': ['South Atlantic'], 'leader_status': ['FOLLOW'], 'new_renewal': ['New']}",,True
fgss,3,2.0,12,2024-Q1,"{'risk_code': ['P6'], 'new_renewal': ['New'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",4.0,False
fgss,3,2.0,13,2022-Q3,"{'new_renewal': ['Renewal'], 'leader_status': ['FOLLOW'], 'loss_census_division': ['East North Central']}",,True
fgss,3,2.0,14,2022-Q2,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['South Atlantic'], 'peril_type': ['Non-catastrophe - Mechanical Failure (NC-M)']}",,True
fgss,3,2.0,15,2023-Q3,"{'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0], 'loss_census_division': ['East South Central']}",,True
fgss,3,2.0,16,2022-Q1,"{'risk_code': ['P2'], 'loss_census_division': ['Middle Atlantic'], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",4.0,False
fgss,3,2.0,17,2022-Q1,"{'new_renewal': ['New'], 'peril_type': ['Tropical Cyclone - Wind (TC)'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,18,2022-Q1,"{'risk_code': ['P6'], 'new_renewal': ['Renewal'], 'placing_basis_group': ['OPEN MARKET']}",2.0,False
fgss,3,2.0,19,2023-Q3,"{'leader_status': ['FOLLOW'], 'peril_type': ['Non-catastrophe - Accident (NC-A)'], 'placing_basis_group': ['OPEN MARKET']}",,True
fgss,3,2.0,20,2022-Q4,"{'new_renewal': ['Renewal'], 'peril_type': ['Severe Storm - Hail (HL)'], 'leader_status': ['FOLLOW']}",2.0,False
fgss,3,2.0,21,2023-Q1,"{'syndicate': [2987.0], 'peril_type': ['Non-catastrophe - Pipeburst (NC-P)'], 'leader_status': ['FOLLOW']}",,True
fgss,3,2.0,22,2024-Q1,"{'leader_status': ['FOLLOW'], 'peril_type': ['Non-catastrophe - Accident (NC-A)'], 'loss_census_division': ['West South Central']}",1.0,False
fgss,3,2.0,23,2022-Q4,"{'leader_status': ['LEAD'], 'new_renewal': ['Renewal'], 'syndicate': [2987.0]}",3.0,False
fgss,3,2.0,24,2023-Q4,"{'syndicate': [1618.0], 'loss_census_division': ['Middle Atlantic'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",,True
fgss,3,2.0,25,2024-Q1,"{'risk_code': ['P6'], 'new_renewal': ['Renewal'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,26,2024-Q1,"{'placing_basis_group': ['OPEN MARKET'], 'new_renewal': ['New'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,27,2022-Q3,"{'leader_status': ['FOLLOW'], 'loss_census_division': ['Middle Atlantic'], 'syndicate': [2987.0]}",2.0,False
fgss,3,2.0,28,2023-Q2,"{'leader_status': ['LEAD'], 'loss_census_division': ['West North Central'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,29,2022-Q1,"{'syndicate': [1618.0], 'loss_census_division': ['South Atlantic'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",,True
fgss,3,2.0,30,2022-Q3,"{'new_renewal': ['New'], 'syndicate': [2987.0], 'risk_code': ['P2']}",1.0,False
fgss,3,2.0,31,2023-Q1,"{'leader_status': ['FOLLOW'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Severe Storm - Tornado (TD)']}",,True
fgss,3,2.0,32,2023-Q4,"{'loss_census_division': ['West South Central'], 'syndicate': [1618.0], 'new_renewal': ['Renewal']}",,True
fgss,3,2.0,33,2023-Q4,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'leader_status': ['FOLLOW'], 'peril_type': ['Non-catastrophe - Other (NC-O)']}",,True
fgss,3,2.0,34,2023-Q1,"{'placing_basis_group': ['OPEN MARKET'], 'new_renewal': ['Renewal'], 'peril_type': ['Other Perils - Wildfire/Bushfire (WF)']}",,True
fgss,3,2.0,35,2023-Q2,"{'risk_code': ['P2'], 'leader_status': ['FOLLOW'], 'loss_census_division': ['West South Central']}",3.0,False
fgss,3,2.0,36,2024-Q1,"{'syndicate': [2987.0], 'new_renewal': ['Renewal'], 'loss_census_division': ['East North Central']}",,True
fgss,3,2.0,37,2022-Q4,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'new_renewal': ['New'], 'leader_status': ['LEAD']}",,True
fgss,3,2.0,38,2023-Q4,"{'loss_census_division': ['New England'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['FOLLOW']}",,True
fgss,3,2.0,39,2022-Q1,"{'placing_basis_group': ['OPEN MARKET'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['West North Central']}",4.0,False
fgss,3,2.0,40,2023-Q4,"{'loss_census_division': ['East North Central'], 'new_renewal': ['Renewal'], 'placing_basis_group': ['OPEN MARKET']}",1.0,False
fgss,3,2.0,41,2022-Q3,"{'peril_type': ['Non-catastrophe - Other (NC-O)'], 'loss_census_division': ['West South Central'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,42,2022-Q4,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'new_renewal': ['Renewal'], 'leader_status': ['LEAD']}",4.0,False
fgss,3,2.0,43,2022-Q4,"{'loss_census_division': ['Pacific'], 'syndicate': [2987.0], 'risk_code': ['P6']}",2.0,False
fgss,3,2.0,44,2022-Q1,"{'leader_status': ['FOLLOW'], 'loss_census_division': ['Mountain'], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",,True
fgss,3,2.0,45,2022-Q3,"{'peril_type': ['Non-catastrophe - Fire (NC-F)'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['Pacific']}",,True
fgss,3,2.0,46,2023-Q3,"{'peril_type': ['Severe Storm - Severe Thunderstorm (ST)'], 'loss_census_division': ['East South Central'], 'syndicate': [2987.0]}",,True
fgss,3,2.0,47,2024-Q1,"{'risk_code': ['P6'], 'new_renewal': ['Renewal'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",,True
fgss,3,2.0,48,2023-Q2,"{'leader_status': ['FOLLOW'], 'new_renewal': ['New'], 'loss_census_division': ['East North Central']}",3.0,False
fgss,3,2.0,49,2022-Q3,"{'loss_census_division': ['West South Central'], 'risk_code': ['P2'], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",,True
fgss,3,3.0,0,2023-Q3,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'loss_census_division': ['West South Central'], 'new_renewal': ['New']}",,True
fgss,3,3.0,1,2023-Q2,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET - DIRECT'], 'peril_type': ['Non-catastrophe - Pipeburst (NC-P)']}",3.0,False
fgss,3,3.0,2,2022-Q2,"{'peril_type': ['Severe Storm - Hail (HL)'], 'leader_status': ['FOLLOW'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",1.0,False
fgss,3,3.0,3,2022-Q3,"{'risk_code': ['P2'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['Mountain']}",4.0,False
fgss,3,3.0,4,2022-Q2,"{'new_renewal': ['New'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['FOLLOW']}",1.0,False
fgss,3,3.0,5,2023-Q3,"{'leader_status': ['FOLLOW'], 'loss_census_division': ['Middle Atlantic'], 'syndicate': [2987.0]}",4.0,False
fgss,3,3.0,6,2023-Q2,"{'leader_status': ['LEAD'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [2987.0]}",4.0,False
fgss,3,3.0,7,2022-Q2,"{'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0], 'loss_census_division': ['East South Central']}",3.0,False
fgss,3,3.0,8,2023-Q1,"{'peril_type': ['Non-catastrophe - Pipeburst (NC-P)'], 'syndicate': [1618.0], 'loss_census_division': ['West South Central']}",,True
fgss,3,3.0,9,2024-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'loss_census_division': ['South Atlantic'], 'leader_status': ['LEAD']}",,True
fgss,3,3.0,10,2024-Q1,"{'syndicate': [2987.0], 'leader_status': ['FOLLOW'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",,True
fgss,3,3.0,11,2023-Q4,"{'peril_type': ['Non-catastrophe - Pipeburst (NC-P)'], 'syndicate': [2987.0], 'new_renewal': ['New']}",2.0,False
fgss,3,3.0,12,2024-Q1,"{'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT'], 'risk_code': ['P6']}",,True
fgss,3,3.0,13,2022-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['FOLLOW'], 'syndicate': [1618.0]}",4.0,False
fgss,3,3.0,14,2022-Q3,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'placing_basis_group': ['OPEN MARKET'], 'loss_census_division': ['Middle Atlantic']}",,True
fgss,3,3.0,15,2023-Q1,"{'peril_type': ['Severe Storm - Tornado (TD)'], 'new_renewal': ['Renewal'], 'syndicate': [2987.0]}",2.0,False
fgss,3,3.0,16,2024-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'new_renewal': ['Renewal'], 'leader_status': ['FOLLOW']}",1.0,False
fgss,3,3.0,17,2024-Q1,"{'new_renewal': ['New'], 'peril_type': ['Severe Storm - Severe Thunderstorm (ST)'], 'syndicate': [1618.0]}",3.0,False
fgss,3,3.0,18,2023-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['FOLLOW'], 'loss_census_division': ['West North Central']}",,True
fgss,3,3.0,19,2023-Q4,"{'peril_type': ['Non-catastrophe - Pipeburst (NC-P)'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'syndicate': [1618.0]}",,True
fgss,3,3.0,20,2023-Q1,"{'risk_code': ['P2'], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Non-catastrophe - Other (NC-O)']}",2.0,False
fgss,3,3.0,21,2024-Q1,"{'peril_type': ['Tropical Cyclone - Wind (TC)'], 'leader_status': ['LEAD'], 'new_renewal': ['Renewal']}",1.0,False
fgss,3,3.0,22,2023-Q1,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'new_renewal': ['New'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",2.0,False
fgss,3,3.0,23,2023-Q1,"{'syndicate': [2987.0], 'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Other Perils - Inland Flood (IF)']}",,True
fgss,3,3.0,24,2022-Q3,"{'placing_basis_group': ['OPEN MARKET - DIRECT'], 'new_renewal': ['Renewal'], 'loss_census_division': ['South Atlantic']}",,True
fgss,3,3.0,25,2022-Q3,"{'loss_census_division': ['Pacific'], 'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT']}",,True
fgss,3,3.0,26,2024-Q1,"{'loss_census_division': ['East North Central'], 'new_renewal': ['New'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",4.0,False
fgss,3,3.0,27,2023-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'leader_status': ['LEAD'], 'new_renewal': ['New']}",3.0,False
fgss,3,3.0,28,2022-Q2,"{'leader_status': ['FOLLOW'], 'placing_basis_group': ['OPEN MARKET - DIRECT'], 'loss_census_division': ['South Atlantic']}",,True
fgss,3,3.0,29,2023-Q3,"{'peril_type': ['Severe Storm - Winter Storm (WS)'], 'loss_census_division': ['West South Central'], 'new_renewal': ['Renewal']}",,True
fgss,3,3.0,30,2023-Q4,"{'leader_status': ['FOLLOW'], 'risk_code': ['P6'], 'loss_census_division': ['South Atlantic']}",2.0,False
fgss,3,3.0,31,2022-Q2,"{'placing_basis_group': ['OPEN MARKET'], 'risk_code': ['P6'], 'new_renewal': ['New']}",,True
fgss,3,3.0,32,2022-Q4,"{'syndicate': [1618.0], 'risk_code': ['P2'], 'new_renewal': ['New']}",3.0,False
fgss,3,3.0,33,2022-Q1,"{'leader_status': ['FOLLOW'], 'syndicate': [1618.0], 'loss_census_division': ['South Atlantic']}",2.0,False
fgss,3,3.0,34,2022-Q3,"{'peril_type': ['Severe Storm - Severe Thunderstorm (ST)'], 'leader_status': ['FOLLOW'], 'syndicate': [2987.0]}",,True
fgss,3,3.0,35,2022-Q4,"{'peril_type': ['Non-catastrophe - Theft (NC-T)'], 'syndicate': [2987.0], 'new_renewal': ['Renewal']}",,True
fgss,3,3.0,36,2023-Q2,"{'new_renewal': ['New'], 'syndicate': [1618.0], 'loss_census_division': ['South Atlantic']}",,True
fgss,3,3.0,37,2023-Q2,"{'peril_type': ['Non-catastrophe - Mechanical Failure (NC-M)'], 'loss_census_division': ['Pacific'], 'syndicate': [2987.0]}",,True
fgss,3,3.0,38,2022-Q1,"{'syndicate': [1618.0], 'placing_basis_group': ['OPEN MARKET - DIRECT'], 'loss_census_division': ['East South Central']}",,True
fgss,3,3.0,39,2022-Q3,"{'loss_census_division': ['East South Central'], 'new_renewal': ['New'], 'syndicate': [1618.0]}",2.0,False
fgss,3,3.0,40,2023-Q3,"{'syndicate': [1618.0], 'new_renewal': ['Renewal'], 'leader_status': ['FOLLOW']}",4.0,False
fgss,3,3.0,41,2023-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'peril_type': ['Severe Storm - Tornado (TD)'], 'leader_status': ['FOLLOW']}",4.0,False
fgss,3,3.0,42,2022-Q4,"{'new_renewal': ['Renewal'], 'loss_census_division': ['East South Central'], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",4.0,False
fgss,3,3.0,43,2023-Q4,"{'leader_status': ['FOLLOW'], 'syndicate': [2987.0], 'group_class': ['COMMERCIAL NA OPEN MARKET']}",1.0,False
fgss,3,3.0,44,2022-Q4,"{'leader_status': ['LEAD'], 'placing_basis_group': ['OPEN MARKET'], 'syndicate': [2987.0]}",2.0,False
fgss,3,3.0,45,2022-Q2,"{'new_renewal': ['Renewal'], 'leader_status': ['FOLLOW'], 'loss_census_division': ['Pacific']}",,True
fgss,3,3.0,46,2023-Q1,"{'risk_code': ['P2'], 'loss_census_division': ['Pacific'], 'syndicate': [1618.0]}",4.0,False
fgss,3,3.0,47,2024-Q1,"{'leader_status': ['FOLLOW'], 'loss_census_division': ['West South Central'], 'syndicate': [1618.0]}",4.0,False
fgss,3,3.0,48,2023-Q3,"{'loss_census_division': ['East North Central'], 'syndicate': [1618.0], 'leader_status': ['FOLLOW']}",,True
fgss,3,3.0,49,2022-Q1,"{'group_class': ['COMMERCIAL NA OPEN MARKET'], 'new_renewal': ['New'], 'leader_status': ['FOLLOW']}",2.0,False
